Artwork Title,Type,Edt Size,Mint Date,Platform,Collection Name,Collaborator/Special Type,Link,Contract Hash,Token Type,TokenID Start,Token ID End,IPFS Image,IPFS Json,Pinned?,Hosting Type,Image link
Tunnel,Unique,1,6/2/20,SuperRare,,,https://superrare.com/artwork-v2/tunnel-10662,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,3/10,10662,Qma1n8eygeshg7jVAqyXt2NsRWKNBxjhPy12cLrkztQTWq,QmeF23pDzzC3Q1LMsPAyZbts3oDDj7oAtJCk4h1fhsn3Rv,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/c7737e87207dd5fc40a35b32dc4929/2dc7737e87207dd5fc40a35b32dc4929.gif?w=350
Candy Shelf,Edition,10,6/8/20,Rarible,,,https://opensea.io/item/ethereum/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/126,0xd07dc4262bcdbf85190c01c996b4c06a461d2430,ERC-1155,126,126,QmYvys8oYtHcSAkSNTpePbCWR3CwEtgSqGULbvVPRqirbb,Qmb3ssMAw4Q6gvGYXR4eT9K5jw5tXn4nL3PqW1ZjvEsEgL,Y,IPFS,https://i2.seadn.io/ethereum/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/071c873ea3abd135e2a18aafbc783aed.png?w=1000
Transfer,Unique,1,6/20/20,SuperRare,,,https://superrare.com/artwork-v2/transfer-11217,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,9/16,11217,QmR3TbYQ5jYFamxZFzgzNUwZsrh6UFurNRunnLmm2n3qsr,QmP5rRbDgg7m4ogsqBaH9TwLbQZpqw5S58Zz7CiEYpLLEk,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/67312d81b06145fe55593144181d35/1667312d81b06145fe55593144181d35.gif?w=350
Fireworks,Unique,1,7/4/20,SuperRare,,,https://superrare.com/artwork-v2/fireworks-11613,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,10/17,11613,QmX5uXcNdBWWQ8E8qHkJRHF3C4YAnJcHPYawd7VJdhtfEN,QmQ6L6RXrJQUx6DaTj4NB26VJ8dcLxfwMX4SNGEGeCVh8P,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/b4137d94969e2d1831e94bc3f86883/73b4137d94969e2d1831e94bc3f86883.gif?w=350
Yearn,Unique,1,7/8/20,SuperRare,,,https://superrare.com/artwork-v2/yearn-11718,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,1/30,11718,QmfBQqfNHvDkMkLv86s9DFEzXN1S8mbLht3Sn6pJUe6XSA,QmcJosD6G9svrpZA7pvrvXJnv124mEpF6agYymRMBjGd1i,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/0d0055f502be1fca4dea7b7791696e/2e0d0055f502be1fca4dea7b7791696e.gif?w=350
Spectrum,Unique,1,7/24/20,SuperRare,,,https://superrare.com/artwork-v2/spectrum-12149,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,4/5,12149,QmUzDyhBiqdAH7DmhYQTEvummiQtoEzqL16JNRv6GcgoYM,QmePv6jkuLnQCNRdRBdXCRPVPoUrNe8GshdbEvSQLix7Lu,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/5b85feeaedfae57c5cfb7ad9959fac/0b5b85feeaedfae57c5cfb7ad9959fac.gif?w=350
Crypto Candy,Unique,1,8/3/20,Rarible,,,https://opensea.io/assets/ethereum/0x60f80121c31a0d46b5279700f9df786054aa5ee5/5100,0x60F80121C31A0d46B5279700f9DF786054aa5eE5,ERC-721,12/17,5100,QmQgNhiNV4kW7kJrf7bNxMGBrwLqmkwebyjDtjowo272sR,QmQDx5seWrRc3ud7cvGMBNN7aiz6LVC3Vmt2umUENVGzAi,Y,IPFS,https://i2.seadn.io/ethereum/0x60f80121c31a0d46b5279700f9df786054aa5ee5/b52cbf165dc8b5e35cb5fdbe2908a907.gif?w=1000
Gas,Unique,1,8/8/20,SuperRare,,,https://superrare.com/artwork-v2/gas-12660,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,8/29,12660,QmeJuEDLNeGWBvRQHTCzEqxTqYK1PTnsqtJCfFfzaJ4VYD,QmQJuJCBrKd6NBHV1ByTQ4A6AeGKLuLrdgH8PUW9qM7EZ6,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/03194fc8804f4f7ff73ec179ee29a2/4903194fc8804f4f7ff73ec179ee29a2.gif?w=350
Yeast Lords,Edition,10,8/11/20,Rarible,,Free Airdrop,https://opensea.io/item/ethereum/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/3592,0xd07dc4262BCDbf85190C01c996b4C06a461d2430,ERC-1155,3592,,QmdRGKszF55HM6oZe6qupU6xDNiXS6Yx9os4RLmPsziTZe,QmNbkkSXocwhsnn9GjEousUdMVZtgExmwosLXK1FoPMF6Z,Y,IPFS,https://i2.seadn.io/ethereum/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/93a3f3c62cd5ad71a4d988078bef4428.gif?w=1000
Frankfurt Candy Shoppe Postcard,Edition,56,8/28/20,Rarible,,Free Airdrop,https://opensea.io/item/ethereum/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/5836,0xd07dc4262BCDbf85190C01c996b4C06a461d2430,ERC-1155,5836,,QmexDvQdbx9J1naZJ7aE4bVGNHb5FhXhPXmqk2kPWBVA5T,Qmf7JagLpd2heYp9qcMbGVBnDZuLVZqkXdi1GfEHm6XkrZ,Y,IPFS,https://i2.seadn.io/ethereum/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/e4a6867053fc57b8518535818aac6dce.jpeg?w=1000
Groove,Unique,1,9/3/20,SuperRare,,,https://superrare.com/artwork-v2/groove-13398,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,13398,13398,QmZMKeL1wY32iKdhCm7MdkvHMfhEdpQauhRucE62kbZy8Q,QmeBP3aTwh9e8wQfAFy5eTseWVmTofTDX51ECjPjLGVn8e,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/298d9c03fff47412648350ff913fe2/b9298d9c03fff47412648350ff913fe2.gif?w=350
Adrenaline,Unique,1,9/4/20,SuperRare,,Mlibty,https://superrare.com/artwork-v2/adrenaline-(46-150)-13431,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,13431,13431,QmV2YQHNfAuENCiWAYv98YEmWgFRL31Yrroxx6fNVmWLdb,QmYjEWa5PW4p2ZrTJuZe591J9ur79bg3ytWE4g8yvAHzoj,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/8ab7f9aee094d492e46780db8e7c49/698ab7f9aee094d492e46780db8e7c49.gif?w=350
Mandala,Edition,10,9/10/20,Rarible,,,https://opensea.io/item/ethereum/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/8049,0xd07dc4262BCDbf85190C01c996b4C06a461d2430,ERC-1155,9781,9781,QmPmhJ9vFraiSYgJ1qo6HBbtHgMZHAh185te1Gi1X3b7i8,QmXiQRgV2vVhcSdtN6CiXKiBQHMJzBvygtyeLoqdcTAnjH,Y,IPFS,https://i2.seadn.io/ethereum/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/7dc216405bdc3ae3c6ce7c9285f7e57e.jpeg?w=1000
Pugzle,Edition,10,9/13/20,Rarible,,,https://opensea.io/item/ethereum/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/9047,0xd07dc4262BCDbf85190C01c996b4C06a461d2430,ERC-1155,9047,9047,QmS2qxNtQr1YyRMiLBNnNmnUyWcKVtRN4wWzSvuTRub1e8,QmbSig5hR9QQXbknNoP7JzT736eUbKC9WDdc6swwv9SVTh,Y,IPFS,https://i2.seadn.io/ethereum/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/8a6465247d98dcdaca52ee8c17726c7b.jpeg?w=1000
PowerSurge,Unique,1,9/16/20,Rarible,,,https://opensea.io/item/ethereum/0x60f80121c31a0d46b5279700f9df786054aa5ee5/15543,0x60F80121C31A0d46B5279700f9DF786054aa5eE5,ERC-721,15543,15543,QmPGFrn3xdCScMVhgibCoPRKdu3DyasmWsYYQT5F5BHrkn,BROKEN,,IPFS,https://i2.seadn.io/ethereum/0x60f80121c31a0d46b5279700f9df786054aa5ee5/d0b668e3a42a0125d1f4972f0601f102.gif?w=1000
Creative Cycle,Edition,10,9/19/20,Rarible,,,https://opensea.io/item/ethereum/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/12302,0xd07dc4262BCDbf85190C01c996b4C06a461d2430,ERC-1155,12302,,QmU2dXG8HzgVqvCY4tsmEGjSK7wA3skbRaG9giAUijbT4N,QmWytcR9JouzxcTvJyz7WCuzGwBcUo4gzYaKovhaqYSVQA,Y,IPFS,https://i2.seadn.io/ethereum/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/504477da6aff5eb1b02c27c78da681c2.jpeg?w=1000
Falling,Unique,1,9/25/20,SuperRare,,,https://superrare.com/artwork-v2/falling-13965,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,13965,13965,QmPNz2DFmNdheiDsYBoyTfCiaBYyXsDx2rf6rxSis6cxmN,QmTC3JRhzqVpzBqcNSJbH1wqLdHT9z7ojBneD6bS8oVLKw,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/91fc96a265821679e899893208a8b4/4691fc96a265821679e899893208a8b4.gif?w=350
Saxabone,Unique,1,10/17/20,SuperRare,,,https://superrare.com/artwork-v2/saxabone-14867,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,14867,14867,QmYeKzejbPtyTh1FeEBsWZVUNoKYoHsvCBL2qTC297WBVe,QmUS4dcX4giDw4Mf4uafU1tnGuniZ1hw1s2saRL2Gkm566,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/c2c89282fa3bcbb660a1f91123ba71/06c2c89282fa3bcbb660a1f91123ba71.gif?w=350
Bonsai Kittens,Edition,10,10/29/20,Rarible,,,https://opensea.io/item/ethereum/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/26195,0xd07dc4262BCDbf85190C01c996b4C06a461d2430,ERC-1155,26195,,QmbhPsGA5NWE8RyisuRwCLfJmPaues6i61r57gmLzWLVDG,QmNUiqQWwqh8M2zSC7H2HDywYJGFUfwZ5yN6jN3dJt4Qz2,Y,IPFS,https://i2.seadn.io/ethereum/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/59ca60ee90e453bfeaaf6dad1525a12e.gif?w=1000
Reach,Unique,1,10/30/20,SuperRare,,,https://superrare.com/artwork-v2/reach-15497,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,15497,15497,QmQp4umz8roY7RCJG2cXjq8VNeoNjgdmGhRwWbdvTZkYpb,QmbqUjRXFazsgft44gZux4muG3ZLD7wYgQKbwTg5zYuWcw,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/b6d3c24f3bbd1c7f33c764bdfd0445/13b6d3c24f3bbd1c7f33c764bdfd0445.gif?w=350
Overcast,Edition,10,10/31/20,NiftyGateway,Cloudy Collection,,https://niftygateway.com/marketplace/collection/0xf186807982b56c2463da2a76bd8b1b69b979f9eb/1?filters[onSale]=true&sortBy=lowest,0xf186807982B56c2463DA2A76BD8b1b69b979F9eb,ERC-721,9300010001,9300010005,QmTsXfNDoeU9yw2FbAdjJHdaYa1imN8rNe4pEojAD1ymkv,NG API,Y,Platform,https://i2.seadn.io/ethereum/0xf186807982b56c2463da2a76bd8b1b69b979f9eb/cde9e77934c293624dec8a3d5a785c1b.png?w=350
Breezy,Edition,5,10/31/20,NiftyGateway,Cloudy Collection,,https://niftygateway.com/marketplace/collection/0xf186807982b56c2463da2a76bd8b1b69b979f9eb/2?filters[onSale]=true&sortBy=lowest,0xf186807982B56c2463DA2A76BD8b1b69b979F9eb,ERC-721,9300020001,9300020010,Qmb2tN89YB5jSMfSZoyt4Q41vEjCk853epAKKifPNLfvxj,NG API,Y,Platform,https://i2.seadn.io/ethereum/0xf186807982b56c2463da2a76bd8b1b69b979f9eb/bd202b7d02e99d99356a28065af9f96c.png?w=350
Downpour,Edition,20,10/31/20,NiftyGateway,Cloudy Collection,,https://niftygateway.com/marketplace/collection/0xf186807982b56c2463da2a76bd8b1b69b979f9eb/3?filters[onSale]=true&sortBy=lowest,0xf186807982B56c2463DA2A76BD8b1b69b979F9eb,ERC-721,9300030001,9300030020,QmWRSVvVz7CZ7CmkmSsszh7bRj9TaHCqkauRZA5fGnC2jV,NG API,Y,Platform,https://i2.seadn.io/ethereum/0xf186807982b56c2463da2a76bd8b1b69b979f9eb/b9230886d6f3b3178e90a969f75c76c2.png?w=350
BrinkDrink,Edition,10,11/11/20,CryptoDrinks,,Xibot,https://opensea.io/item/ethereum/0x819d965d8e0a1d9852e805dec073084bd3c5637f/3,0x819D965d8E0A1D9852e805dEC073084Bd3C5637F,ERC-1155,3,,QmPMHYDdYVmSgqNLiZFA1ZjSTQuX5Eto1pu6gMMYPYgZEh,QmXNAWTCgGWK5yNjSavMxn6kdKPh7eRJysxhpTHgLWRrAn,Y,IPFS,https://i2.seadn.io/ethereum/0x819d965d8e0a1d9852e805dec073084bd3c5637f/c71aba5d773f127c9ad7f111915b879e.gif?w=1000
Downstream,Unique,1,11/15/20,SuperRare,,,https://superrare.com/artwork-v2/downstream-16195,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,16195,16195,QmfFN2vbsFspQ95dYdwkCEiun5haJTArMtBMfNCPqkgVqu,Qmf8gSeBZTrzvSiCf2iUZaiNtSBY9ooEqP1FFDuRdckom5,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/5e83525a877eeef6adf9c4e524650e/0e5e83525a877eeef6adf9c4e524650e.gif?w=350
NFT Spirits,Edition,30,11/23/20,Rarible/Physical,,MrY,https://opensea.io/item/ethereum/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/83674,0xd07dc4262BCDbf85190C01c996b4C06a461d2430,ERC-1155,83674,,QmPMHYDdYVmSgqNLiZFA1ZjSTQuX5Eto1pu6gMMYPYgZEh,QmdZqUow7EmW5sY6SmixaVqJN72ma16iFdiNZMCacfZGGG,Y,IPFS,https://i2.seadn.io/ethereum/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/2607b2c330b27d50caf6f724b62d9d81.gif?w=1000
Candy Cane,Edition,200,12/1/20,Rarible,,Pranksy,https://opensea.io/item/ethereum/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/88111,0xd07dc4262BCDbf85190C01c996b4C06a461d2430,,88111,,Qma5JKhjkpaRoRp2V8XZeLbbFYDo1qeFYGX6yPuGuUkj7k,QmW3tVGqZCpgdWk8iyiuj2GRZKKniqm4n5xMRs8fXcHbSb,Y,IPFS,https://i2.seadn.io/ethereum/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/582b54376c212c07bf6d32aa617c26cb.gif?w=1000
Defense,Unique,1,12/5/20,SuperRare,,,https://superrare.com/artwork-v2/defense-16926,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,16926,16926,QmcfNbjvGDrqPFoxDhRfsHJJnzbjGo2d1uXPboay5XoDwJ,QmPvK13oHu1ZYeNDNc7KDP197izTS7EnukkHW7joMc7CpV,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/762239c11ee8b3347658a01606108c/d5762239c11ee8b3347658a01606108c.gif?w=350
Bryfocals,Wearable,10,12/21/20,Decentraland,,Scavenger Hunt Giveaway,https://opensea.io/collection/decentraland-wearables?search[sortAscending]=true&search[sortBy]=UNIT_PRICE&search[stringTraits][0][name]=collection&search[stringTraits][0][values][0]=Xmash%20up%202020&search[stringTraits][1][name]=category&search[stringTraits][1][values][0]=Eyewear,0xdd9c7bc159dacb19c9f6b9d7e23948c87aa2397f,ERC-721,"2,7,8,9,11,12,13,14,16,19",,HOSTED BY DECENTRLAND,,,Platform,https://i2.seadn.io/ethereum/0xdd9c7bc159dacb19c9f6b9d7e23948c87aa2397f/374d5b9116a31bc470440a546290043b.png?w=1000
Fountain,Unique,1,12/28/20,SuperRare,,,https://superrare.com/artwork-v2/fountain-17664,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,17664,17664,QmQ1Atj7HRofp6AB1iFhHdJAN4zmT3j6Z4o1kB3gTCA1e2,QmQ4BHxcmXEkDTYxyqAyRhC5xExe8ijj9gfnpFtuYpJ3J6,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/1db5fa670bd51df6aea98c175843a5/571db5fa670bd51df6aea98c175843a5.gif?w=350
Few Charm,Unique,1,1/15/21,Digitalax,,Lorena Bello,https://opensea.io/collection/digitalaxnft?search[sortBy]=PRICE&search[sortAscending]=true&search[stringTraits][0][name]=FGO%20Artist&search[stringTraits][0][values][0]=Bryan%20Brinkman,0x0b509f4b044f713a91bb50535914f7ad160532fe,,,,QmYJL1bkoSN4XKJ1AWkp47G6K1MnGwDRRvYip7oL3R6RMx,Qmap6rM5L7bqatLPVTc4gQky2VKgkkVJcg8VK9RcA5cQkA,,IPFS,https://i2.seadn.io/ethereum/0x0b509f4b044f713a91bb50535914f7ad160532fe/02946fc35a7ccb2ff554e215dc60f02d.png?w=350
Beyond Me,Edition,3,1/15/21,Digitalax,,Lorena Bello,https://opensea.io/collection/digitalaxnft?search[sortBy]=PRICE&search[sortAscending]=true&search[stringTraits][0][name]=FGO%20Artist&search[stringTraits][0][values][0]=Bryan%20Brinkman,0x0b509f4b044f713a91bb50535914f7ad160532fe,ERC-721,63,65,Qmd8g82sdK6DJnHpeSgTosthMRXvj49oubt4xQM7VJ7ghJ,QmegVXauaK3mudcJbJwaiTWHSSCnoe1Sp9YBxAQuBdVdYD,Y,IPFS,https://i2.seadn.io/ethereum/0x0b509f4b044f713a91bb50535914f7ad160532fe/67a8c52d543a2dc338daea5a163a3bf0.png?w=350
Blue Funk,Edition,7,1/15/21,Digitalax,,Lorena Bello,https://opensea.io/collection/digitalaxnft?search[sortBy]=PRICE&search[sortAscending]=true&search[stringTraits][0][name]=FGO%20Artist&search[stringTraits][0][values][0]=Bryan%20Brinkman,0x0B509F4b044F713A91bB50535914f7ad160532fe,ERC-721,,79,Qmdu6SRcpvfmzYq7Htswdf5NngmWHFtpo1bxJXzdJ11JLL,QmQmu3mRq8wXtHDWFhtk8jbyymPaTWrbVSHETX4A7Ct1FB,Y,IPFS,https://i2.seadn.io/ethereum/0x0b509f4b044f713a91bb50535914f7ad160532fe/e95ed81e41b4c3dc5bbf177d6c19236a.png?w=350
NimBuds,Generative,400,1/16/21,ArtBlocks,,,https://opensea.io/collection/nimbuds-by-bryan-brinkman,0xa7d8d9ef8D8Ce8992Df33D8b8CF4Aebabd5bD270,ERC-721,10000000,10000399,,,ONCHAIN,ONCHAIN,https://i2.seadn.io/ethereum/0xa7d8d9ef8d8ce8992df33d8b8cf4aebabd5bd270/4b6f3b198019b0fec98a545069b0dc84.png?w=350
Pavillion Sculpture,Unique,1,1/21/21,Cargo,,Donation,https://opensea.io/item/ethereum/0x42ea135d8e9e90657d6d5f715f59794c68be7f17/346,0x42ea135d8e9e90657D6d5F715f59794c68BE7f17,ERC-721,346,346,BROKEN,,,,https://p199.p4.n0.cdn.zight.com/items/YEuYyXlm/6ee8f854-5d03-4e15-9345-8649bf19e1dd.jpeg?v=856caf1173d77e2559ac7e433c7007fa
Popcorn,Edition,10,1/21/21,Terra Virtua,,,https://marketplace.virtua.com/marketplace?page=1&nft_type_code=ARTWORK&brand_code=INDEPENDENT_ARTIST&artist_code=BryanBrinkman&art_collection_code=UNLIMITED_REFILLS&sorting=placement&sort_type=asc&sort_by=default,,,,,Hosted by Platform,,,Platform,https://inventory.virtua.com/terravirtuaart/images/large/bb_pop.gif
Soda,Edition,10,1/21/21,Terra Virtua,,,https://marketplace.virtua.com/marketplace?page=1&nft_type_code=ARTWORK&brand_code=INDEPENDENT_ARTIST&artist_code=BryanBrinkman&art_collection_code=UNLIMITED_REFILLS&sorting=placement&sort_type=asc&sort_by=default,,,,,Hosted by Platform,,,Platform,https://inventory.virtua.com/terravirtuaart/images/large/bb_sda.gif
Candy,Edition,10,1/21/21,Terra Virtua,,,https://marketplace.virtua.com/marketplace?page=1&nft_type_code=ARTWORK&brand_code=INDEPENDENT_ARTIST&artist_code=BryanBrinkman&art_collection_code=UNLIMITED_REFILLS&sorting=placement&sort_type=asc&sort_by=default,,,,,Hosted by Platform,,,Platform,https://inventory.virtua.com/terravirtuaart/images/large/bb_cdy.gif
Shelfie,Unique,1,1/29/21,SuperRare,,,https://superrare.com/artwork-v2/shelfie-18841,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,18841,18841,QmeGNZtdDcWhJRU4WVBTE42urDV2eHip5V34xU8LXDJbyd,Qma8W624ScspyGGgGEf9dvFpJpZPLM1Ykjd7deoyMZRyWF,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/4a3387e67bd2d40a036d77425df01b/854a3387e67bd2d40a036d77425df01b.jpeg?w=350
Beach,Unique,1,2/18/21,SuperRare,,Karan4D,https://superrare.com/artwork-v2/beach-19613,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,19613,19613,QmWgRy7MN3tJBxAu1esEmxyLookN84R9idiPQyjyds5ebb,QmUkKfEf2vJzS5P5DozVM1Qkhx2KUGm2ngcDWAuaN2tDSe,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/18f66e7ad353bbb3102dcf54add0bc/e818f66e7ad353bbb3102dcf54add0bc.gif?w=350
Flower,Edition,5,2/18/21,KnownOrigin,,Karan 4D,https://opensea.io/item/ethereum/0xfbeef911dc5821886e1dda71586d90ed28174b7d/281376,0xfbeef911dc5821886e1dda71586d90ed28174b7d,ERC-721,281376,281380,QmcqcSahzfhmBGB8oLWvNosBvDuBB48kDREjuWF8AHCfDM,QmeSfBQwkZUCgtD1coC7PWyxSwL2BNkqSGX1p9kXFMYG7w,Y,IPFS,https://i2.seadn.io/ethereum/0xfbeef911dc5821886e1dda71586d90ed28174b7d/a3261131659f6af1d7523b1289a0c817.gif?w=1000
Plunge,Unique,1,3/6/21,Foundation,,,https://opensea.io/assets/ethereum/0x3b3ee1931dc30c1957379fac9aba94d1c48a5405/4098,0x3B3ee1931Dc30C1957379FAc9aba94D1C48a5405,ERC-721,4098,4098,QmQZ7UecVU9cPa89FhK7FSam1EZ9AnJsNhfDQNkhMak6mz,,Y,IPFS,https://i2.seadn.io/ethereum/0x3b3ee1931dc30c1957379fac9aba94d1c48a5405/96a93b55bed30a24fc1188affcee4326.mp4?frame-time=1&w=350
ModPod,Edition,5,3/13/21,$WHALE Store,,,https://opensea.io/collection/whale-store,0xF6C71e1e72254051F2e26270C16A84Fbd1dBFAfD,ERC-721,3,,QmYH2CJLWTLyB2iHdJZvQanvnMtNSPcLb7bSeuPjcL4Ra9,,Y,IPFS,https://i2.seadn.io/ethereum/0xf6c71e1e72254051f2e26270c16a84fbd1dbfafd/f27f7df1062dd2db5a0781c31007b5/59f27f7df1062dd2db5a0781c31007b5.gif?w=1000
NimBeats,Edition,120,3/16/21,Rarible,,Commission,https://opensea.io/assets/ethereum/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/300066,0xd07dc4262BCDbf85190C01c996b4C06a461d2430,ERC-1155,10000000 - 10000399,,QmV5Vw57jQR6x1XLt8dX7PFTEFT2mcVYXjVpsGNCPif3zj,QmWJpigTeJLiuiWGDCjHg3iDZJaGiNGuy1HbE74kpZsjV8,Y,IPFS,https://i2.seadn.io/ethereum/0xd07dc4262bcdbf85190c01c996b4c06a461d2430/cc9f3a65121c21a3a2fc30a1f7ab344d.jpeg?w=350
Inside The Metaverse,Unique,1,3/23/21,Opensea,,Dario De Siena,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/38039128345254064647589517671143081133011420513097535766912356063895254728705,0x495f947276749ce646f68ac8c248420045cb7b5e,ERC-1155,,,Opensea Shared Storefront,,,Opensea,https://i2.seadn.io/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/eb124a881835c5ea5d447cc1dfab402b.png?w=350
Head In The Clouds,Edition,118,4/20/21,Kolectiv.gg,,,https://opensea.io/collection/kolectiv?search[sortAscending]=true&search[sortBy]=PRICE&search[stringTraits][0][name]=Artists&search[stringTraits][0][values][0]=Bryan%20Brinkman,0x4764bC088A27F490353E8cf1558ba02fDc418C65,ERC-721,,,Hosted by Platform,,,Platform,https://i2.seadn.io/ethereum/0x4764bc088a27f490353e8cf1558ba02fdc418c65/475e0955b68d279579611b2393a30585.mp4?frame-time=1&w=350
Insecurity,Unique,1,4/23/21,SuperRare,,,https://superrare.com/artwork-v2/insecurity-23833,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,23833,23833,QmUaiRWWNbKUcecsk5RQwKE8gDmyMqNKoDidrrtT3uCDPU,QmNkY3FsTZUxatiit3fzBTm3ioZattGNz7wpmQ6HHQVPPB,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/f87f32de85dbdba0732f86416d37fa/90f87f32de85dbdba0732f86416d37fa.gif?w=350
Two Chords,Edition,100,4/24/21,Song A Day,,Jonathan Mann / Eclectic Method,https://opensea.io/item/ethereum/0x2dea2f6f6c5e4210937d7903f0e5f990b2514da7/6,0x2Dea2F6F6C5E4210937d7903F0e5F990b2514Da7,ERC-1155,6,,QmXv5BTsgF4P4mhK9rCuTaJk68q9gBVL81foNe446Csqra,QmbRtsYg1Qm2jxnj4FJY1L5WvAceP6W3ipCVEC34fdFbpr,Y,IPFS,https://i2.seadn.io/ethereum/0x2dea2f6f6c5e4210937d7903f0e5f990b2514da7/ac410532e6cf2fe116e7b96ecb9f180e.png?w=350
Bettys Notebook,Unique,1,4/26/21,Async Music,,Verdigris Ensemble,https://opensea.io/item/ethereum/0xb6dae651468e9593e4581705a09c10a76ac1e0c8/1592,0xb6dae651468e9593e4581705a09c10a76ac1e0c8,,1592,1592,40 pins,QmY9dfJHH8Q5S2uLbKVspY4rFNCvUdxmnnSQG7q1vWWfGs,Y,IPFS,https://raw2.seadn.io/ethereum/0xb6dae651468e9593e4581705a09c10a76ac1e0c8/99c2d8600ca25b454189f92ce41bd97e.png
The Choir,Unique,1,4/26/21,Async Music,,Verdigris Ensemble,https://opensea.io/item/ethereum/0xb6dae651468e9593e4581705a09c10a76ac1e0c8/1593,0xb6dae651468e9593e4581705a09c10a76ac1e0c8,,1593,1593,2 pins,QmPAgr5Kt7kV46dH3n3Hr7nWfscAnW1ZCvB2BB6umjZiiy,Y,IPFS,https://i2.seadn.io/ethereum/0xb6dae651468e9593e4581705a09c10a76ac1e0c8/f133207a3591a6cf8407fc52df48f14b.png?w=1000
