Artwork Title,Type,Edt Size,Mint Date,Platform,Collection Name,Collaborator/Special Type,Link,Contract Hash,Token Type,TokenID Start,Token ID End,IPFS Image,IPFS Json,Pinned?,Hosting Type,Image link
Head,Edition,15,3/11/22,NiftyGateway,,,https://niftygateway.com/marketplace/collection/0x30d3643ec4ca573715a754aebb14ad1f94ec56c1/4?filters[onSale]=true&sortBy=lowest,0x30d3643Ec4ca573715A754AeBb14ad1F94ec56C1,ERC-721,125000400001,125000400015,,NG API,,Platform,https://i2.seadn.io/ethereum/0x30d3643ec4ca573715a754aebb14ad1f94ec56c1/386810aeca00ac830f1c6346bef378b3.png?w=350
The legend will live on,Unique,1,3/29/22,Manifold,,43 Artists for Alotta Money,https://makersplace.com/horus/the-legend-will-live-on-1-of-1-343865/,,,,,Arweave,,,Arweave,https://media.mkpcdn.com/prod/1000x/52670b6d5fe53fa75eab7c8c0b9c0789_918377.jpg
Alotta,Unique,1,4/5/22,Manifold,,Alotta Charity,https://opensea.io/assets/ethereum/0x9494fa95d7987718da9ecef224f8520f5fa20fe3/3,0x9494Fa95d7987718da9ecef224f8520F5fA20Fe3,ERC-721,3,3,Arweave,,,Arweave,https://i2.seadn.io/ethereum/0x9494fa95d7987718da9ecef224f8520f5fa20fe3/3aebae0f6b8ffba5f9a0f80b12214b/b13aebae0f6b8ffba5f9a0f80b12214b.gif?w=350
Jeff Davis,Unique,1,4/12/22,Manifold,,Commission,https://opensea.io/item/ethereum/0x9494fa95d7987718da9ecef224f8520f5fa20fe3/4,0x9494Fa95d7987718da9ecef224f8520F5fA20Fe3,ERC-721,4,4,Arweave,,,Arweave,https://i2.seadn.io/ethereum/0x9494fa95d7987718da9ecef224f8520f5fa20fe3/847f9f5283240e8499552e60fb0e59/44847f9f5283240e8499552e60fb0e59.jpeg?w=1000
Strung,Unique,1,5/5/22,Artifex,,,https://artifex.art/waves/concept/strung/strung,0x2D820AfB710681580A55cA8077B57FBa6dD9Fd72,,6200010001,6200010001,,,,IPFS,https://i2.seadn.io/ethereum/0x2d820afb710681580a55ca8077b57fba6dd9fd72/1ab377ef6bbd9ea5952853f125a4bc52.mp4?frame-time=1&w=350
Strung Sculpture,Edition,100,5/5/22,Artifex,,DurkAtWork,https://opensea.io/assets/artifex?search[stringTraits][0][name]=Artist&search[stringTraits][0][values][0]=Bryan%20Brinkman&search[sortAscending]=true&search[sortBy]=PRICE,,,,,,QmWXhhsJRNnp8oPkpdZcnwAREeWg5Bq6mvvcf9GJZCgfZJ,,IPFS,https://i2.seadn.io/ethereum/0x2d820afb710681580a55ca8077b57fba6dd9fd72/67617305c6ef5758f3638b9972214ce2.png?w=350
Venice,Edition,15,5/13/22,NiftyGateway,,VeniceFamilyClinic Charity Auction,https://niftygateway.com/marketplace/collection/0x0e1c5f0237f7737251e1aec9ada22086345f5691/2?filters[onSale]=true&sortBy=lowest,0x0e1C5F0237f7737251E1aEC9ada22086345F5691,ERC-721,11,25,,NG API,,Platform,https://i2.seadn.io/ethereum/0x0e1c5f0237f7737251e1aec9ada22086345f5691/af796b16967d390b2ae12f573b1ce66f.png?w=350
Changing My Laces,Edition,20,5/25/22,Manifold,,Matt Szczur,https://opensea.io/collection/superszcz4-v2,0xa53A21d13b7Caab9A8C3de290332749112002c5A,ERC-721,3,22,Arweave,,,Arweave,https://i2.seadn.io/ethereum/0xa53a21d13b7caab9a8c3de290332749112002c5a/6e4c50dfa94118532fbf787f91c27a19.png?w=350
Tangled,Unique,1,6/1/22,SuperRare,,,https://superrare.com/artwork-v2/tangled-35080,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,35080,35080,QmYiJgkr9Tgrxd1SD2R5HTgUrTutzkPuoPCjJRrT6SR2uN,QmZ33TjywrnVZuWrKLY6jNF5xzPzLX78uURabrxD8xvZbj,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/e8665d7068e9d9f2056c1d9221c1a6/33e8665d7068e9d9f2056c1d9221c1a6.gif?w=350
Bear,Edition,79,6/15/22,NiftyGateway,,,https://niftygateway.com/marketplace/collection/0x7c760e0f46de200471a6724442b76524bc01f3b8/1?filters[onSale]=true&sortBy=lowest,0x7C760E0f46DE200471a6724442b76524BC01F3b8,ERC-721,1,79,,NG API,,Platform,https://i2.seadn.io/ethereum/0x7c760e0f46de200471a6724442b76524bc01f3b8/0e4fb162ccc848b45edbc498e11ecb69.png?w=350
Bryan Brinkman x NFTSEA 2022,Unique,1,6/17/22,BlockParty,,NFTSEA,https://opensea.io/assets/ethereum/0xc84b7bded2ee4595e8aff98bec2d650c97305be1/14,0xc84b7bded2Ee4595E8aFF98bEc2d650c97305bE1,ERC-721,14,14,Arweave,,,Arweave,https://i2.seadn.io/ethereum/0xc84b7bded2ee4595e8aff98bec2d650c97305be1/7848ae349bdd4d8da2913109242a08/e87848ae349bdd4d8da2913109242a08.jpeg?w=1000
Pindar Van Arman,Unique,1,7/24/22,Manifold,,Trade,https://opensea.io/assets/ethereum/0x9494fa95d7987718da9ecef224f8520f5fa20fe3/5,0x9494Fa95d7987718da9ecef224f8520F5fA20Fe3,ERC-721,5,5,Arweave,,,Arweave,https://i2.seadn.io/ethereum/0x9494fa95d7987718da9ecef224f8520f5fa20fe3/6a308d627eeacb95b7e17be13b2491/0b6a308d627eeacb95b7e17be13b2491.jpeg?w=1000
Traffic Jams,Series,16,7/29/22,Transient Labs,,Collab with Rich Caldwell,https://opensea.io/collection/trafficjams,0x864971035a694F25b9fB54AaB8d5b31CE2C5D68d,ERC-721,1,16,Arweave,,,Arweave,https://i2.seadn.io/ethereum/0x864971035a694f25b9fb54aab8d5b31ce2c5d68d/f3812e0fc5350654f13797ae377b1893.jpeg?w=350
Grumpls,Generative,160,7/30/22,Illuminati,,Goblintown Collab,https://opensea.io/collection/grumpls?search[stringTraits][0][name]=Generative%20Artist&search[stringTraits][0][values][0]=Bryan%20Brinkman&search[sortAscending]=true&search[sortBy]=UNIT_PRICE,0x279c53dF917579bB454B61555982Dac1750187d9,ERC-721,,,,,,IPFS,https://i2.seadn.io/ethereum/0x279c53df917579bb454b61555982dac1750187d9/c6060978662c12246bb173f5476c4d/8ac6060978662c12246bb173f5476c4d.png?w=350
8liens #2677,Unique,1,8/10/22,8liens,,Collab 1/1,https://opensea.io/assets/ethereum/0x740c178e10662bbb050bde257bfa318defe3cabc/2677,0x740c178e10662bBb050BDE257bFA318dEfE3cabC,ERC-721,2677,2677,Hosted by Platform,,,Platform,https://i2.seadn.io/ethereum/0x740c178e10662bbb050bde257bfa318defe3cabc/7dcc553673d67395659d03f3bec071/e57dcc553673d67395659d03f3bec071.jpeg?w=1000
Swing (Day),Edition,30,9/15/22,NiftyGateway,,,https://www.niftygateway.com/marketplace/collection/0xa78ddc20e889c89910833d497bcbf1834cf32d08/1?filters[onSale]=true&sortBy=lowest,0xa78ddC20e889C89910833d497bcbf1834CF32d08,ERC-721,1,30,,NG API,,Platform,https://i2.seadn.io/ethereum/0xa78ddc20e889c89910833d497bcbf1834cf32d08/87cb700957b2784504c234a1dfad58ba.png?w=350
Swing (Night),Edition,30,9/15/22,NiftyGateway,,,https://www.niftygateway.com/marketplace/collection/0xa78ddc20e889c89910833d497bcbf1834cf32d08/2?filters[onSale]=true&sortBy=lowest,0xa78ddC20e889C89910833d497bcbf1834CF32d08,ERC-721,31,60,,NG API,,Platform,https://i2.seadn.io/ethereum/0xa78ddc20e889c89910833d497bcbf1834cf32d08/7ac094a134ec17f40994cba84caa217b.png?w=350
Floor Sweep,Edition,15,9/15/22,NiftyGateway,,,https://www.niftygateway.com/marketplace/collection/0xa78ddc20e889c89910833d497bcbf1834cf32d08/3?filters[onSale]=true&sortBy=lowest,0xa78ddC20e889C89910833d497bcbf1834CF32d08,ERC-721,61,75,,NG API,,Platform,https://i2.seadn.io/ethereum/0xa78ddc20e889c89910833d497bcbf1834cf32d08/92f7d750075fdbc87a1313fc7f3d02ae.png?w=350
Swing (Dynamic),Edition,6,9/15/22,NiftyGateway,,,https://opensea.io/collection/swing-day-night-collector-reward,0x53D18d1e981B92795393D5c415FF2756AAAFA856,ERC-721,1,6,,NG API,,Platform,https://i2.seadn.io/ethereum/0x53d18d1e981b92795393d5c415ff2756aaafa856/e0e118ae10e8d2c77a4f52720f8eb8ec.jpeg?w=350
FlyWheel,Edition,15,9/15/22,NiftyGateway,,,https://www.niftygateway.com/marketplace/collection/0xa78ddc20e889c89910833d497bcbf1834cf32d08/4?filters[onSale]=true&sortBy=lowest,0xa78ddC20e889C89910833d497bcbf1834CF32d08,ERC-721,76,90,,NG API,,Platform,https://i2.seadn.io/ethereum/0xa78ddc20e889c89910833d497bcbf1834cf32d08/f99408859e0aa0512f38dc73b4a36d9b.png?w=350
FLICKERPEPE,Edition,100,10/13/22,Counterparty,,FakeRarePepes,https://pepe.wtf/asset/FLICKERPEPE,,,,,Bitcoin,,,Bitcoin,https://i2.seadn.io/ethereum/0x4c03bcad293fb0562d26faa7d90a0cb3ea74c919/af4b5827b19980077b529d0c011d39/b4af4b5827b19980077b529d0c011d39.gif?w=350
Decal,Generative,100,10/21/22,Deca,,Free Drop to Deca Users,https://opensea.io/collection/decal-by-bryan-brinkman,0xDB71bfF021cd2Bb1ba5e19c4C0A28E2ff9FFc705,ERC-721,0,99,Hosted by Platform,,,Platform,https://i2.seadn.io/ethereum/0xdb71bff021cd2bb1ba5e19c4c0a28e2ff9ffc705/88e4a1d952d87bab58f114772fb51326.png?w=350
Light Clouds,Unique,1,11/6/22,Ensemble,,,https://opensea.io/assets/ethereum/0x57ac8098b4194d57e6432fba1cff3d5214e2aec3/1,0x57Ac8098b4194d57E6432fBa1CfF3d5214E2AEc3,ERC-721,1,1,Arweave,,,Arweave,https://i2.seadn.io/ethereum/0x57ac8098b4194d57e6432fba1cff3d5214e2aec3/2e14a7f4c1dab85869e3ba3674396a90.png?w=1000
NimBox,Unique,1,11/6/22,Ensemble,,,https://opensea.io/assets/ethereum/0x57ac8098b4194d57e6432fba1cff3d5214e2aec3/2,0x57Ac8098b4194d57E6432fBa1CfF3d5214E2AEc3,ERC-721,2,2,Arweave,,,Arweave,https://i2.seadn.io/ethereum/0x57ac8098b4194d57e6432fba1cff3d5214e2aec3/4aa1c8b113e9b5a2501cbf793f2fa850.jpeg?w=1000
CTRL Panel,Unique,1,11/6/22,Ensemble,,,https://opensea.io/assets/ethereum/0x57ac8098b4194d57e6432fba1cff3d5214e2aec3/3,0x57Ac8098b4194d57E6432fBa1CfF3d5214E2AEc3,ERC-721,3,3,Arweave,,,Arweave,https://i2.seadn.io/ethereum/0x57ac8098b4194d57e6432fba1cff3d5214e2aec3/a8c8376f337bff5de249a85b29f48ad2.jpeg?w=1000
Ice Cream Deconstructed,Unique,1,11/6/22,Ensemble,,,https://opensea.io/assets/ethereum/0x57ac8098b4194d57e6432fba1cff3d5214e2aec3/4,0x57Ac8098b4194d57E6432fBa1CfF3d5214E2AEc3,ERC-721,4,4,Arweave,,,Arweave,https://i2.seadn.io/ethereum/0x57ac8098b4194d57e6432fba1cff3d5214e2aec3/dc4c039de1180251423fb47091f3e9b3.jpeg?w=1000
Floral,Unique,1,11/6/22,Ensemble,,,https://opensea.io/assets/ethereum/0x57ac8098b4194d57e6432fba1cff3d5214e2aec3/5,0x57Ac8098b4194d57E6432fBa1CfF3d5214E2AEc3,ERC-721,5,5,Arweave,,,Arweave,https://i2.seadn.io/ethereum/0x57ac8098b4194d57e6432fba1cff3d5214e2aec3/9e574693b40ec079d400b96336f0cc31.jpeg?w=1000
Free Transform,Unique,1,11/17/22,Moonpay/Manifold,,Charity Drop for Jumpstart Designers,https://opensea.io/assets/ethereum/0x9494fa95d7987718da9ecef224f8520f5fa20fe3/6,0xd9964a04e7CbA56ce823d68795F916ec29922CBa,ERC-721,2,2,Arweave,,,Arweave,https://i2.seadn.io/ethereum/0x9494fa95d7987718da9ecef224f8520f5fa20fe3/f724921f653f9e124c1132b1cbf324/a4f724921f653f9e124c1132b1cbf324.jpeg?w=350
Time to Be Happy | Bryan Brinkman,Unique,1,12/1/22,Scope/Niftygateway,,NFT/Physical Pair,https://opensea.io/item/ethereum/0xa86337b3fc1025f7cfbac3199e306bdb4d0c8b2c/6,,,,,QmSzyjzkFWLXj29V7Pz8KJNHHyTaDdtHdz8QVF9bof3Dyn,NG API,,Platform,https://i2.seadn.io/ethereum/0xa86337b3fc1025f7cfbac3199e306bdb4d0c8b2c/69d405e9b51fbdb6ead678422a931b0a.png?w=350
Palm,Unique,1,12/1/22,Metamask,,Metamask Potluck Swap,https://opensea.io/assets/ethereum/0x5aac326792211069e7ec46632e4b89e2bb104760/6,0x5aaC326792211069E7EC46632e4B89E2BB104760,ERC-721,6,6,Arweave,,,Arweave,https://i2.seadn.io/ethereum/0x5aac326792211069e7ec46632e4b89e2bb104760/bc38286231e602c1dc1161eb42952f/0abc38286231e602c1dc1161eb42952f.jpeg?w=1000
Crocodile of Wall Street,Unique,1,12/5/22,Coinbase/Coindesk,,,https://opensea.io/assets/ethereum/0xac46c1059b80237198e29d71339853649255e4a0/9,,,,,QmVsAaa7a8d2NUw1TqRZkRv1Jwg9jyCXihUT3BzEht7Tjo,QmSn61VG7YPBSkF1oEWvrwSLrYHhBKr5nBCWGeV3gv4P7K,Y,IPFS,https://i2.seadn.io/ethereum/0xac46c1059b80237198e29d71339853649255e4a0/22d2a5ddb6c969f92ea0ad0593d56cf4.jpeg?w=1000
Awaken Your Inner Child,Edition,20,12/6/22,ChangeDAO,,Upbring Charity Drop,https://opensea.io/collection/awaken-your-inner-child?search[stringTraits][0][name]=Twitter%20Handle&search[stringTraits][0][values][0]=%40bryanbrinkman&search[sortAscending]=true&search[sortBy]=UNIT_PRICE,0x3bD07e536893dB78392141714F2a810c9C997e1D,ERC-721,1,20,bafybeigm2slv7dkrs5iaozo2nqi5q7sennva3qpslifhwnm7nzwakzdemq,bafybeicufrljva27f2zrvy6ixvmprjunulceqrtwwrqtutqs7yqvq2kroy,Y,IPFS,https://i2.seadn.io/ethereum/0x3bd07e536893db78392141714f2a810c9c997e1d/6e5a20171a6e1507c49ff47332c1c487.png?w=1000
NimTeens,Generative,400,1/13/23,ArtBlocks,,,https://opensea.io/collection/nimteens-by-bryan-brinkman,0x99a9B7c1116f9ceEB1652de04d5969CcE509B069,ERC-721,408000000,408000399,,,ONCHAIN,ONCHAIN,https://i2.seadn.io/ethereum/0x99a9b7c1116f9ceeb1652de04d5969cce509b069/4c7c1a79c88fbb2722071fed8bd711/fc4c7c1a79c88fbb2722071fed8bd711.png?w=350
BrinkMignon or the Happiness Squared,Unique,1,1/16/23,KnownOrigin,,Lapin mignon,https://opensea.io/assets/ethereum/0xABB3738f04Dc2Ec20f4AE4462c3d069d02AE045B/28712000,,ERC-721,,,QmexdpJVaJ8pfez2dwgs9JyZzfp67XWVjcLoBYdEmEcUA1,,,IPFS,https://i2.seadn.io/ethereum/0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b/48c2181c6ea82a29d1d083478cde7f43.gif?w=1000
Cloud Poppers,Generative,100,2/16/23,Levels.art,,,https://opensea.io/collection/cloud-poppers-by-bryan-brinkman,0x53402bF3280E34ECD12dd25ed2f0a611E4Faf313,ERC-721,0,99,,,ONCHAIN,ONCHAIN,https://i2.seadn.io/ethereum/0x53402bf3280e34ecd12dd25ed2f0a611e4faf313/1ffb126fd6f7d51d18598d29dd79cc65.jpeg?w=350
The Universe Within,Edition,100,2/26/23,Aku Dreams,,AKU,https://opensea.io/assets/ethereum/0x2992362e9672bd3b75fc9cd46b167f3da53eba40/4,0x2992362e9672Bd3B75fc9CD46B167F3Da53eba40,ERC-1155,4,,Arweave,,,Arweave,https://i2.seadn.io/ethereum/0x2992362e9672bd3b75fc9cd46b167f3da53eba40/d37edeb98d2429ccc57c9f8552b9af/f6d37edeb98d2429ccc57c9f8552b9af.png?w=350
SuperPuma,Unique,1,2/28/23,Super Puma,,Super Puma,https://opensea.io/assets/ethereum/0x283c0bba69ebd4643cfce761b34b0206e75b2091/8616,0x283c0BbA69EbD4643cfCe761B34b0206E75b2091,ERC-721,8616,8616,Hosted by Platform,Moonpay/Hypermint,,Platform,https://i2.seadn.io/ethereum/0x283c0bba69ebd4643cfce761b34b0206e75b2091/e13628c5d266c210d628168b70e60165.png?w=1000
